sentence_id,word,label
1,the,O
1,vehicle,O
1,has,O
1,had,O
1,ongoing,O
1,issues,O
1,since,O
1,it,O
1,was,O
1,purchased,O
1,in,O
1,june,O
1,of,O
1,2017,O
1,the,O
1,shift,O
1,to,O
1,park,O
1,problem,O
1,had,O
1,to,O
1,be,O
1,fixed,O
1,twice,O
1,the,B-C
1,emergency,I-C
1,braking,I-C
1,system,I-C
1,engages,O
1,itself,O
1,for,O
1,no,O
1,apparent,O
1,reason,O
1,which,O
1,has,O
1,almost,O
1,caused,O
1,several,B-E
1,accidents,I-E
1,the,I-E
1,horn,I-E
1,does,I-E
1,not,I-E
1,work,I-E
1,when,O
1,needed,O
1,in,O
1,emergency,O
1,situations,O
1,the,O
1,headlights,I-E
1,are,I-E
1,so,I-E
1,dim,I-E
1,its,O
1,dangerous,O
1,the,I-E
1,battery,I-E
1,has,I-E
1,drained,O
1,and,O
1,left,O
1,my,O
1,wife,O
1,stranded,O
1,4,O
1,times,O
1,and,O
1,the,O
1,vehicle,O
1,has,O
1,a,O
1,very,O
1,rough,O
1,idle,O
1,and,O
1,it,O
1,almost,O
1,stalls,O
1,out,O
1,i,O
1,attempted,O
1,to,O
1,work,O
1,with,O
1,gm,O
1,to,O
1,have,O
1,them,O
1,take,O
1,the,O
1,car,O
1,back,O
1,early,O
1,lease,O
1,and,O
1,the,O
1,request,O
1,was,O
1,recently,O
1,denied,O
1,this,O
1,is,O
1,my,O
1,3rd,O
1,acadia,O
1,and,O
1,it,O
1,by,O
1,far,O
1,is,O
1,the,O
1,most,O
1,dangerous,O
1,car,O
1,i,O
1,have,O
1,ever,O
1,driven,O
1,i,O
1,am,O
1,now,O
1,reading,O
1,about,O
2,tl,O
2,the,O
2,contact,O
2,owns,O
2,a,O
2,2015,O
2,ford,O
2,fusion,O
2,while,O
2,operating,O
2,the,O
2,vehicle,O
2,the,B-C
2,power,I-C
2,steering,I-C
2,assist,I-C
2,failed,O
2,and,O
2,caused,O
2,the,B-E
2,steering,I-E
2,wheel,I-E
2,to,I-E
2,become,I-E
2,very,I-E
2,difficult,I-E
2,to,I-E
2,turn,I-E
2,in,I-E
2,either,I-E
2,direction,I-E
2,the,O
2,vehicle,O
2,was,O
2,taken,O
2,to,O
2,an,O
2,unknown,O
2,dealer,O
2,to,O
2,be,O
2,diagnosed,O
2,the,O
2,contact,O
2,was,O
2,informed,O
2,that,O
2,the,O
2,steering,O
2,rack,O
2,was,O
2,defective,O
2,and,O
2,needed,O
2,to,O
2,be,O
2,replaced,O
2,the,O
2,vehicle,O
2,was,O
2,not,O
2,repaired,O
2,the,O
2,manufacturer,O
2,was,O
2,notified,O
2,of,O
2,the,O
2,failure,O
2,there,O
2,was,O
2,no,O
2,assistance,O
2,offered,O
2,the,O
2,failure,O
2,mileage,O
2,was,O
2,10000000,O
3,experienced,O
3,loss,B-E
3,of,I-E
3,electric,I-E
3,power,I-E
3,steering,I-E
3,assist,I-E
3,while,O
3,driving,O
3,on,O
3,winding,O
3,mountain,O
3,road,O
3,within,O
3,11,O
3,months,O
3,of,O
3,having,O
3,recall,O
3,14s06,O
3,performed,O
3,on,O
3,vehicle,O
3,was,O
3,informed,O
3,by,O
3,ford,O
3,service,O
3,that,O
3,cause,O
3,was,O
3,failure,B-C
3,of,I-C
3,part,I-C
3,replaced,I-C
3,to,O
3,resolve,O
3,recall,O
3,14s06,O
4,car,O
4,has,O
4,almost,O
4,15000,O
4,miles,O
4,it,O
4,has,O
4,developed,O
4,a,O
4,strange,O
4,sticking,O
4,issue,O
4,in,O
4,the,O
4,steering,O
4,while,O
4,driving,O
4,on,O
4,the,O
4,highway,O
4,it,O
4,almost,O
4,feels,O
4,like,O
4,someone,O
4,is,O
4,lightly,O
4,holding,O
4,onto,O
4,the,O
4,wheel,O
4,as,O
4,im,O
4,slightly,O
4,turning,O
4,and,O
4,then,O
4,suddenly,O
4,lets,O
4,go,O
4,this,O
4,causes,O
4,me,O
4,to,O
4,overcorrect,O
4,to,O
4,stay,O
4,in,O
4,the,O
4,lane,O
4,and,O
4,it,O
4,becomes,O
4,a,O
4,fight,O
4,to,O
4,keep,O
4,the,O
4,car,O
4,in,O
4,between,O
4,lanes,O
4,it,O
4,is,O
4,most,O
4,apparent,O
4,when,O
4,exiting,O
4,freeway,O
4,ramps,O
4,and,O
4,changing,O
4,lanes,O
4,although,O
4,its,O
4,also,O
4,apparent,O
4,on,O
4,the,O
4,freeway,O
4,when,O
4,small,O
4,corrections,O
4,are,O
4,needed,O
4,to,O
4,keep,O
4,the,O
4,vehicle,O
4,in,O
4,between,O
4,lanes,O
4,the,O
4,other,O
4,symptom,O
4,is,O
4,that,O
4,the,O
4,car,O
4,has,O
4,become,O
4,difficult,O
4,to,O
4,keep,O
4,in,O
4,a,O
4,straight,O
4,line,O
4,it,O
4,requires,O
4,constant,O
4,light,O
4,correction,O
4,of,O
4,the,O
4,steering,O
4,wheel,O
4,because,O
4,the,O
4,car,O
5,same,O
5,as,O
5,other,O
5,people,O
5,-,O
5,i,O
5,juts,O
5,copied,O
5,another,O
5,persons,O
5,complaint,O
5,as,O
5,its,O
5,identical,O
5,and,O
5,same,O
5,mileage,O
5,etc,O
5,-,O
5,this,O
5,is,O
5,a,O
5,real,O
5,problem,O
5,car,O
5,has,O
5,almost,O
5,15000,O
5,miles,O
5,it,O
5,has,O
5,developed,O
5,a,O
5,strange,O
5,sticking,O
5,issue,O
5,in,O
5,the,O
5,steering,O
5,while,O
5,driving,O
5,on,O
5,the,O
5,highway,O
5,it,O
5,almost,O
5,feels,O
5,like,O
5,someone,O
5,is,O
5,lightly,O
5,holding,O
5,onto,O
5,the,O
5,wheel,O
5,as,O
5,im,O
5,slightly,O
5,turning,O
5,and,O
5,then,O
5,suddenly,O
5,lets,O
5,go,O
5,this,O
5,causes,O
5,me,O
5,to,O
5,overcorrect,O
5,to,O
5,stay,O
5,in,O
5,the,O
5,lane,O
5,and,O
5,it,O
5,becomes,O
5,a,O
5,fight,O
5,to,O
5,keep,O
5,the,O
5,car,O
5,in,O
5,between,O
5,lanes,O
5,it,O
5,is,O
5,most,O
5,apparent,O
5,when,O
5,exiting,O
5,freeway,O
