2050,the,O
2050,vehicle,O
2050,has,O
2050,had,O
2050,ongoing,O
2050,issues,O
2050,since,O
2050,it,O
2050,was,O
2050,purchased,O
2050,in,O
2050,june,O
2050,of,O
2050,2017,O
2050,the,O
2050,shift,O
2050,to,O
2050,park,O
2050,problem,O
2050,had,O
2050,to,O
2050,be,O
2050,fixed,O
2050,twice,O
2050,the,B-C
2050,emergency,I-C
2050,braking,I-C
2050,system,I-C
2050,engages,O
2050,itself,O
2050,for,O
2050,no,O
2050,apparent,O
2050,reason,O
2050,which,O
2050,has,O
2050,almost,O
2050,caused,O
2050,several,B-E
2050,accidents,I-E
2050,the,I-E
2050,horn,I-E
2050,does,I-E
2050,not,I-E
2050,work,I-E
2050,when,O
2050,needed,O
2050,in,O
2050,emergency,O
2050,situations,O
2050,the,O
2050,headlights,I-E
2050,are,I-E
2050,so,I-E
2050,dim,I-E
2050,its,O
2050,dangerous,O
2050,the,I-E
2050,battery,I-E
2050,has,I-E
2050,drained,O
2050,and,O
2050,left,O
2050,my,O
2050,wife,O
2050,stranded,O
2050,4,O
2050,times,O
2050,and,O
2050,the,O
2050,vehicle,O
2050,has,O
2050,a,O
2050,very,O
2050,rough,O
2050,idle,O
2050,and,O
2050,it,O
2050,almost,O
2050,stalls,O
2050,out,O
2050,i,O
2050,attempted,O
2050,to,O
2050,work,O
2050,with,O
2050,gm,O
2050,to,O
2050,have,O
2050,them,O
2050,take,O
2050,the,O
2050,car,O
2050,back,O
2050,early,O
2050,lease,O
2050,and,O
2050,the,O
2050,request,O
2050,was,O
2050,recently,O
2050,denied,O
2050,this,O
2050,is,O
2050,my,O
2050,3rd,O
2050,acadia,O
2050,and,O
2050,it,O
2050,by,O
2050,far,O
2050,is,O
2050,the,O
2050,most,O
2050,dangerous,O
2050,car,O
2050,i,O
2050,have,O
2050,ever,O
2050,driven,O
2050,i,O
2050,am,O
2050,now,O
2050,reading,O
2050,about,O
2051,tl,O
2051,the,O
2051,contact,O
2051,owns,O
2051,a,O
2051,2015,O
2051,ford,O
2051,fusion,O
2051,while,O
2051,operating,O
2051,the,O
2051,vehicle,O
2051,the,B-C
2051,power,I-C
2051,steering,I-C
2051,assist,I-C
2051,failed,O
2051,and,O
2051,caused,O
2051,the,B-E
2051,steering,I-E
2051,wheel,I-E
2051,to,I-E
2051,become,I-E
2051,very,I-E
2051,difficult,I-E
2051,to,I-E
2051,turn,I-E
